Artist,Title,id,energy,key,acousticness,instrumentalness,liveness,tempo,type,uri,track_href,analysis_url,duration_ms,set,K12,DBSCAN2.5
Drake ,9,5547x0ZawobhfSeh2QKAca,0.295,7.0,0.717,3.18e-06,0.0945,76.938,audio_features,spotify:track:5547x0ZawobhfSeh2QKAca,https://api.spotify.com/v1/tracks/5547x0ZawobhfSeh2QKAca,https://api.spotify.com/v1/audio-analysis/5547x0ZawobhfSeh2QKAca,320760.0,N,3,0
Céline Dion ,O Holy Night,7LvgXDcFRcu9zgWfZm65H0,0.834,1.0,0.0184,0.0033,0.0655,123.023,audio_features,spotify:track:7LvgXDcFRcu9zgWfZm65H0,https://api.spotify.com/v1/tracks/7LvgXDcFRcu9zgWfZm65H0,https://api.spotify.com/v1/audio-analysis/7LvgXDcFRcu9zgWfZm65H0,233770.0,N,1,0
CHVRCHES ,Clearest Blue,5uQOauh47VFt3B2kV9kRXw,0.621,5.0,0.244,0.0,0.099,77.998,audio_features,spotify:track:5uQOauh47VFt3B2kV9kRXw,https://api.spotify.com/v1/tracks/5uQOauh47VFt3B2kV9kRXw,https://api.spotify.com/v1/audio-analysis/5uQOauh47VFt3B2kV9kRXw,128157.0,N,2,0
A Boogie Wit da Hoodie ,My Shit,0am001WwFBVGDGLwRh3ixi,0.586,11.0,0.162,2.03e-06,0.193,120.97,audio_features,spotify:track:0am001WwFBVGDGLwRh3ixi,https://api.spotify.com/v1/tracks/0am001WwFBVGDGLwRh3ixi,https://api.spotify.com/v1/audio-analysis/0am001WwFBVGDGLwRh3ixi,227833.0,N,4,0
Clean Bandit ,Rather Be,0BOEuUKoHdy8in20fG5smd,0.456,9.0,0.216,0.0,0.326,108.037,audio_features,spotify:track:0BOEuUKoHdy8in20fG5smd,https://api.spotify.com/v1/tracks/0BOEuUKoHdy8in20fG5smd,https://api.spotify.com/v1/audio-analysis/0BOEuUKoHdy8in20fG5smd,169324.0,N,2,0
Kiiara ,Messy,2xLMifQCjDGFmkHkpNLD9h,0.73,8.0,0.00513,0.0,0.124,155.008,audio_features,spotify:track:2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h,312820.0,N,10,0
Travis Scott ,FRANCHISE,7t27DLlJCOCt0Y3XTUGAbc,0.811,1.0,0.126,2.47e-06,0.0676,149.967,audio_features,spotify:track:7t27DLlJCOCt0Y3XTUGAbc,https://api.spotify.com/v1/tracks/7t27DLlJCOCt0Y3XTUGAbc,https://api.spotify.com/v1/audio-analysis/7t27DLlJCOCt0Y3XTUGAbc,166407.0,N,7,0
XXXTENTACION ,NorthStar  Remix,3nsfB1vus2qaloUdcBZvDu,0.528,0.0,0.0171,0.00203,0.234,185.972,audio_features,spotify:track:3nsfB1vus2qaloUdcBZvDu,https://api.spotify.com/v1/tracks/3nsfB1vus2qaloUdcBZvDu,https://api.spotify.com/v1/audio-analysis/3nsfB1vus2qaloUdcBZvDu,329160.0,N,10,0
Taylor Swift ,All Too Well (Taylor's Version),6qL5UWxRSQYml9O99ozoLv,0.355,5.0,0.831,0.000855,0.11,120.032,audio_features,spotify:track:6qL5UWxRSQYml9O99ozoLv,https://api.spotify.com/v1/tracks/6qL5UWxRSQYml9O99ozoLv,https://api.spotify.com/v1/audio-analysis/6qL5UWxRSQYml9O99ozoLv,148640.0,N,3,0
Kaash Paige ,Love Songs  Bonus,6sSGjLGJIt9HnnwMImaSNu,0.428,3.0,0.833,4.15e-05,0.193,77.969,audio_features,spotify:track:6sSGjLGJIt9HnnwMImaSNu,https://api.spotify.com/v1/tracks/6sSGjLGJIt9HnnwMImaSNu,https://api.spotify.com/v1/audio-analysis/6sSGjLGJIt9HnnwMImaSNu,246853.0,N,3,0
Adele ,Turning Tables,1EJIcDYXwSqipW5dFe4uJz,0.727,2.0,0.000866,0.0,0.108,150.062,audio_features,spotify:track:1EJIcDYXwSqipW5dFe4uJz,https://api.spotify.com/v1/tracks/1EJIcDYXwSqipW5dFe4uJz,https://api.spotify.com/v1/audio-analysis/1EJIcDYXwSqipW5dFe4uJz,236524.0,N,7,0
DJ Khaled ,Good Man,5IkJrOPj656jkcvLKaOc7i,0.679,4.0,0.021,0.0,0.116,104.997,audio_features,spotify:track:5IkJrOPj656jkcvLKaOc7i,https://api.spotify.com/v1/tracks/5IkJrOPj656jkcvLKaOc7i,https://api.spotify.com/v1/audio-analysis/5IkJrOPj656jkcvLKaOc7i,208884.0,N,1,0
Eminem ,Godzilla,1zwvbkUqTozLnmIECvBfgs,0.577,2.0,0.0121,0.0,0.243,145.935,audio_features,spotify:track:1zwvbkUqTozLnmIECvBfgs,https://api.spotify.com/v1/tracks/1zwvbkUqTozLnmIECvBfgs,https://api.spotify.com/v1/audio-analysis/1zwvbkUqTozLnmIECvBfgs,94521.0,N,7,0
DaBaby ,ROOF,40EStq8h53eIwA1mZcd7A9,0.638,9.0,0.0134,3.06e-06,0.101,99.97,audio_features,spotify:track:40EStq8h53eIwA1mZcd7A9,https://api.spotify.com/v1/tracks/40EStq8h53eIwA1mZcd7A9,https://api.spotify.com/v1/audio-analysis/40EStq8h53eIwA1mZcd7A9,244760.0,N,4,0
Lady Gaga ,Bloody Mary,5YSfZJE0EYrGVsWeYqv9xo,0.661,2.0,0.0769,7.33e-06,0.114,165.02,audio_features,spotify:track:5YSfZJE0EYrGVsWeYqv9xo,https://api.spotify.com/v1/tracks/5YSfZJE0EYrGVsWeYqv9xo,https://api.spotify.com/v1/audio-analysis/5YSfZJE0EYrGVsWeYqv9xo,176911.0,N,7,0
Quality Control ,Double Trouble (Quavo feat. Meek Mill),0qnOjNW04qpcgXqD9dwru2,0.849,8.0,0.000303,4.23e-05,0.185,144.844,audio_features,spotify:track:0qnOjNW04qpcgXqD9dwru2,https://api.spotify.com/v1/tracks/0qnOjNW04qpcgXqD9dwru2,https://api.spotify.com/v1/audio-analysis/0qnOjNW04qpcgXqD9dwru2,222760.0,N,0,0
Smallpools ,Killer Whales,5ExHDzOoOhC4xZGPh9zyQZ,0.386,10.0,0.245,0.0,0.0973,131.971,audio_features,spotify:track:5ExHDzOoOhC4xZGPh9zyQZ,https://api.spotify.com/v1/tracks/5ExHDzOoOhC4xZGPh9zyQZ,https://api.spotify.com/v1/audio-analysis/5ExHDzOoOhC4xZGPh9zyQZ,121000.0,N,2,0
Future ,Shorty,44V6EzbUSYgyfsNiP0FrlA,0.396,8.0,0.77,0.0,0.0729,149.609,audio_features,spotify:track:44V6EzbUSYgyfsNiP0FrlA,https://api.spotify.com/v1/tracks/44V6EzbUSYgyfsNiP0FrlA,https://api.spotify.com/v1/audio-analysis/44V6EzbUSYgyfsNiP0FrlA,215507.0,N,9,0
Ed Sheeran ,Visiting Hours,4Fys9sp4KGNNREO3VeWIQ1,0.616,8.0,0.0467,0.957,0.317,132.59,audio_features,spotify:track:4Fys9sp4KGNNREO3VeWIQ1,https://api.spotify.com/v1/tracks/4Fys9sp4KGNNREO3VeWIQ1,https://api.spotify.com/v1/audio-analysis/4Fys9sp4KGNNREO3VeWIQ1,220552.0,N,5,0
Future ,Solo,5hLD4viaS6zWqbelTa6YNI,0.793,11.0,0.0123,0.153,0.147,120.008,audio_features,spotify:track:5hLD4viaS6zWqbelTa6YNI,https://api.spotify.com/v1/tracks/5hLD4viaS6zWqbelTa6YNI,https://api.spotify.com/v1/audio-analysis/5hLD4viaS6zWqbelTa6YNI,210073.0,N,4,0
Harry Styles ,Woman,0RkCnqwF8Tfl2QGPZwopyk,0.835,1.0,0.0353,0.0,0.142,140.051,audio_features,spotify:track:0RkCnqwF8Tfl2QGPZwopyk,https://api.spotify.com/v1/tracks/0RkCnqwF8Tfl2QGPZwopyk,https://api.spotify.com/v1/audio-analysis/0RkCnqwF8Tfl2QGPZwopyk,118249.0,N,7,0
Drake ,Intro,0FA4wrjDJvJTTU8AepZTup,0.897,11.0,0.0103,0.103,0.153,129.975,audio_features,spotify:track:0FA4wrjDJvJTTU8AepZTup,https://api.spotify.com/v1/tracks/0FA4wrjDJvJTTU8AepZTup,https://api.spotify.com/v1/audio-analysis/0FA4wrjDJvJTTU8AepZTup,163139.0,N,0,0
Kay Flock ,Shake It,0b003kPt3Lpn47UKJJFLRb,0.225,0.0,0.767,0.00349,0.128,81.055,audio_features,spotify:track:0b003kPt3Lpn47UKJJFLRb,https://api.spotify.com/v1/tracks/0b003kPt3Lpn47UKJJFLRb,https://api.spotify.com/v1/audio-analysis/0b003kPt3Lpn47UKJJFLRb,298899.0,N,3,0
Lil Uzi Vert ,Trap This Way (This Way),7jjbfUEecddD2AW1UncQzb,0.804,11.0,0.162,0.0,0.351,147.259,audio_features,spotify:track:7jjbfUEecddD2AW1UncQzb,https://api.spotify.com/v1/tracks/7jjbfUEecddD2AW1UncQzb,https://api.spotify.com/v1/audio-analysis/7jjbfUEecddD2AW1UncQzb,136377.0,N,0,0
Billie Eilish ,Happier Than Ever,2d8JP84HNLKhmd6IYOoupQ,0.873,7.0,0.0244,0.0,0.354,148.075,audio_features,spotify:track:2d8JP84HNLKhmd6IYOoupQ,https://api.spotify.com/v1/tracks/2d8JP84HNLKhmd6IYOoupQ,https://api.spotify.com/v1/audio-analysis/2d8JP84HNLKhmd6IYOoupQ,222093.0,N,8,0
Trippie Redd ,Danny Phantom,0U6wNkZaQUTBrCLbhbbRgS,0.796,9.0,0.383,0.0,0.258,204.032,audio_features,spotify:track:0U6wNkZaQUTBrCLbhbbRgS,https://api.spotify.com/v1/tracks/0U6wNkZaQUTBrCLbhbbRgS,https://api.spotify.com/v1/audio-analysis/0U6wNkZaQUTBrCLbhbbRgS,264240.0,N,0,0
Fetty Wap ,Wake Up,07nH4ifBxUB4lZcsf44Brn,0.857,0.0,0.0287,0.00574,0.343,128.024,audio_features,spotify:track:07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/tracks/07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/audio-analysis/07nH4ifBxUB4lZcsf44Brn,212960.0,N,8,0
Eric Clapton ,Riding With The King,2TOzTqQXNmR2zDJXihjZ2e,0.259,7.0,0.753,0.0,0.219,88.485,audio_features,spotify:track:2TOzTqQXNmR2zDJXihjZ2e,https://api.spotify.com/v1/tracks/2TOzTqQXNmR2zDJXihjZ2e,https://api.spotify.com/v1/audio-analysis/2TOzTqQXNmR2zDJXihjZ2e,202827.0,N,3,0
Calvin Harris ,Blame,7s49Um7G06hq2rulrHPsIy,0.646,11.0,0.112,0.0,0.104,132.97,audio_features,spotify:track:7s49Um7G06hq2rulrHPsIy,https://api.spotify.com/v1/tracks/7s49Um7G06hq2rulrHPsIy,https://api.spotify.com/v1/audio-analysis/7s49Um7G06hq2rulrHPsIy,176855.0,N,0,0
Olivia Rodrigo ,enough for you,2PEL3qGRL6eGfJXGY3A75O,0.704,6.0,0.196,0.0,0.0898,86.919,audio_features,spotify:track:2PEL3qGRL6eGfJXGY3A75O,https://api.spotify.com/v1/tracks/2PEL3qGRL6eGfJXGY3A75O,https://api.spotify.com/v1/audio-analysis/2PEL3qGRL6eGfJXGY3A75O,212093.0,N,4,0
Fetty Wap ,Jimmy Choo,7incsd94QCuyghXpeAQYXv,0.546,8.0,0.0045,4.31e-06,0.116,117.013,audio_features,spotify:track:7incsd94QCuyghXpeAQYXv,https://api.spotify.com/v1/tracks/7incsd94QCuyghXpeAQYXv,https://api.spotify.com/v1/audio-analysis/7incsd94QCuyghXpeAQYXv,240770.0,N,4,0
Justin Bieber ,Holy,40uMIn2zJLAQhNXghRjBed,0.631,3.0,0.0904,3.71e-06,0.0998,129.915,audio_features,spotify:track:40uMIn2zJLAQhNXghRjBed,https://api.spotify.com/v1/tracks/40uMIn2zJLAQhNXghRjBed,https://api.spotify.com/v1/audio-analysis/40uMIn2zJLAQhNXghRjBed,184213.0,N,7,0
Cardi B ,I Do,0tXPhc8LvM4dPvoRwI66XQ,0.101,7.0,0.934,5.05e-05,0.159,83.13,audio_features,spotify:track:0tXPhc8LvM4dPvoRwI66XQ,https://api.spotify.com/v1/tracks/0tXPhc8LvM4dPvoRwI66XQ,https://api.spotify.com/v1/audio-analysis/0tXPhc8LvM4dPvoRwI66XQ,264827.0,N,3,0
Post Malone ,Motley Crew,0cbO20ZF2lFflZGnNUHhGB,0.693,7.0,0.445,0.0,0.389,139.986,audio_features,spotify:track:0cbO20ZF2lFflZGnNUHhGB,https://api.spotify.com/v1/tracks/0cbO20ZF2lFflZGnNUHhGB,https://api.spotify.com/v1/audio-analysis/0cbO20ZF2lFflZGnNUHhGB,185143.0,N,8,0
Michael Bublé ,I'll Be Home for Christmas,6PoKfDY78ih5OveWirggRX,0.506,10.0,0.105,0.0,0.113,140.973,audio_features,spotify:track:6PoKfDY78ih5OveWirggRX,https://api.spotify.com/v1/tracks/6PoKfDY78ih5OveWirggRX,https://api.spotify.com/v1/audio-analysis/6PoKfDY78ih5OveWirggRX,187465.0,N,0,0
Don Toliver ,Spaceship,2eLPefNqdtcTN1pCEqlrWr,0.428,4.0,0.0432,0.0,0.102,128.298,audio_features,spotify:track:2eLPefNqdtcTN1pCEqlrWr,https://api.spotify.com/v1/tracks/2eLPefNqdtcTN1pCEqlrWr,https://api.spotify.com/v1/audio-analysis/2eLPefNqdtcTN1pCEqlrWr,265400.0,N,10,0
Lil Baby ,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),1zWZvrk13cL8Sl3VLeG57F,0.862,2.0,0.0287,0.0,0.0217,95.989,audio_features,spotify:track:1zWZvrk13cL8Sl3VLeG57F,https://api.spotify.com/v1/tracks/1zWZvrk13cL8Sl3VLeG57F,https://api.spotify.com/v1/audio-analysis/1zWZvrk13cL8Sl3VLeG57F,227693.0,N,1,0
Pentatonix ,Amazing Grace (My Chains Are Gone),1s71G3V7XQaVo5IOR6gLbp,0.512,9.0,0.478,0.0,0.0993,114.014,audio_features,spotify:track:1s71G3V7XQaVo5IOR6gLbp,https://api.spotify.com/v1/tracks/1s71G3V7XQaVo5IOR6gLbp,https://api.spotify.com/v1/audio-analysis/1s71G3V7XQaVo5IOR6gLbp,167796.0,N,2,0
Thomas Rhett ,TShirt,5YWHg9507fUXvtdSW3x6cF,0.867,0.0,0.0161,0.0,0.141,179.911,audio_features,spotify:track:5YWHg9507fUXvtdSW3x6cF,https://api.spotify.com/v1/tracks/5YWHg9507fUXvtdSW3x6cF,https://api.spotify.com/v1/audio-analysis/5YWHg9507fUXvtdSW3x6cF,254773.0,N,7,0
Kelsea Ballerini ,homecoming queen?,2xql0pid3EUwW38AsywxhV,0.594,11.0,0.114,0.0462,0.116,113.983,audio_features,spotify:track:2xql0pid3EUwW38AsywxhV,https://api.spotify.com/v1/tracks/2xql0pid3EUwW38AsywxhV,https://api.spotify.com/v1/audio-analysis/2xql0pid3EUwW38AsywxhV,244013.0,N,4,0
Lady Gaga ,Come To Mama,3RauEVgRgj1IuWdJ9fDs70,0.658,0.0,0.0767,0.0,0.0901,110.048,audio_features,spotify:track:3RauEVgRgj1IuWdJ9fDs70,https://api.spotify.com/v1/tracks/3RauEVgRgj1IuWdJ9fDs70,https://api.spotify.com/v1/audio-analysis/3RauEVgRgj1IuWdJ9fDs70,190360.0,N,1,0
The Neighbourhood ,#icanteven,1KcOU0q9AMXV9xi4tSzzCc,0.613,7.0,0.0508,0.00171,0.282,153.978,audio_features,spotify:track:1KcOU0q9AMXV9xi4tSzzCc,https://api.spotify.com/v1/tracks/1KcOU0q9AMXV9xi4tSzzCc,https://api.spotify.com/v1/audio-analysis/1KcOU0q9AMXV9xi4tSzzCc,366067.0,N,10,0
Taylor Swift ,The Man,5GorCbAP4aL0EJ16frG2hd,0.682,8.0,0.00552,2.94e-05,0.0589,167.06,audio_features,spotify:track:5GorCbAP4aL0EJ16frG2hd,https://api.spotify.com/v1/tracks/5GorCbAP4aL0EJ16frG2hd,https://api.spotify.com/v1/audio-analysis/5GorCbAP4aL0EJ16frG2hd,262333.0,N,0,0
Tame Impala ,Posthumous Forgiveness,2ixsaeFioXJmMgkkbd4uj1,0.455,5.0,0.0846,0.0,0.11,127.812,audio_features,spotify:track:2ixsaeFioXJmMgkkbd4uj1,https://api.spotify.com/v1/tracks/2ixsaeFioXJmMgkkbd4uj1,https://api.spotify.com/v1/audio-analysis/2ixsaeFioXJmMgkkbd4uj1,200733.0,N,2,0
Green Day ,Holiday / Boulevard of Broken Dreams,6L4XGeAdRRC32vVJpp8MdM,0.72,9.0,0.0948,0.0,0.101,155.997,audio_features,spotify:track:6L4XGeAdRRC32vVJpp8MdM,https://api.spotify.com/v1/tracks/6L4XGeAdRRC32vVJpp8MdM,https://api.spotify.com/v1/audio-analysis/6L4XGeAdRRC32vVJpp8MdM,124558.0,N,0,0
George Ezra ,Budapest,6CfrYuD3YRDYdYvH9jNtXY,0.608,10.0,0.0671,0.0,0.533,97.063,audio_features,spotify:track:6CfrYuD3YRDYdYvH9jNtXY,https://api.spotify.com/v1/tracks/6CfrYuD3YRDYdYvH9jNtXY,https://api.spotify.com/v1/audio-analysis/6CfrYuD3YRDYdYvH9jNtXY,149569.0,N,6,0
Juice WRLD ,Face 2 Face,7IRe1bo7Zm0q5Fn9MlNMZM,0.795,7.0,0.118,0.0,0.103,144.005,audio_features,spotify:track:7IRe1bo7Zm0q5Fn9MlNMZM,https://api.spotify.com/v1/tracks/7IRe1bo7Zm0q5Fn9MlNMZM,https://api.spotify.com/v1/audio-analysis/7IRe1bo7Zm0q5Fn9MlNMZM,196466.0,N,0,0
Drake ,No Long Talk,3uPfVXcjnpOjyzI3jb3js4,0.648,1.0,0.0202,0.225,0.308,99.701,audio_features,spotify:track:3uPfVXcjnpOjyzI3jb3js4,https://api.spotify.com/v1/tracks/3uPfVXcjnpOjyzI3jb3js4,https://api.spotify.com/v1/audio-analysis/3uPfVXcjnpOjyzI3jb3js4,244640.0,N,8,0
Machine Gun Kelly ,more than life,0wSmZykDgah7GfaUNZUZCb,0.946,4.0,0.0661,1.12e-05,0.388,141.929,audio_features,spotify:track:0wSmZykDgah7GfaUNZUZCb,https://api.spotify.com/v1/tracks/0wSmZykDgah7GfaUNZUZCb,https://api.spotify.com/v1/audio-analysis/0wSmZykDgah7GfaUNZUZCb,208133.0,N,8,0
Sugar Ray ,Fly,5mPSyjLatqB00IkPqRlbTE,0.462,7.0,0.192,2.16e-06,0.105,133.053,audio_features,spotify:track:5mPSyjLatqB00IkPqRlbTE,https://api.spotify.com/v1/tracks/5mPSyjLatqB00IkPqRlbTE,https://api.spotify.com/v1/audio-analysis/5mPSyjLatqB00IkPqRlbTE,212947.0,N,2,0
Cage The Elephant ,Night Running,0a7BloCiNzLDD9qSQHh5m7,0.961,11.0,0.00523,0.0,0.0854,114.452,audio_features,spotify:track:0a7BloCiNzLDD9qSQHh5m7,https://api.spotify.com/v1/tracks/0a7BloCiNzLDD9qSQHh5m7,https://api.spotify.com/v1/audio-analysis/0a7BloCiNzLDD9qSQHh5m7,180267.0,N,4,0
Drake ,Pop Style,1FY8gDAydm8CfGYp7Lv9ce,0.616,6.0,0.105,0.0,0.161,105.985,audio_features,spotify:track:1FY8gDAydm8CfGYp7Lv9ce,https://api.spotify.com/v1/tracks/1FY8gDAydm8CfGYp7Lv9ce,https://api.spotify.com/v1/audio-analysis/1FY8gDAydm8CfGYp7Lv9ce,202347.0,N,2,0
Fall Out Boy ,Irresistible,3WRQUvzRvBDr4AxMWhXc5E,0.525,6.0,0.669,0.439,0.114,90.853,audio_features,spotify:track:3WRQUvzRvBDr4AxMWhXc5E,https://api.spotify.com/v1/tracks/3WRQUvzRvBDr4AxMWhXc5E,https://api.spotify.com/v1/audio-analysis/3WRQUvzRvBDr4AxMWhXc5E,238907.0,N,3,0
Julia Michaels ,Worst In Me,2fCDU2fQWHfFcLKzAPqflw,0.52,11.0,0.227,0.889,0.0825,105.108,audio_features,spotify:track:2fCDU2fQWHfFcLKzAPqflw,https://api.spotify.com/v1/tracks/2fCDU2fQWHfFcLKzAPqflw,https://api.spotify.com/v1/audio-analysis/2fCDU2fQWHfFcLKzAPqflw,56966.0,N,5,0
Petit Biscuit ,Sunset Lover,20fAoPjfYltmd3K3bO7gbt,0.672,7.0,0.0265,0.0,0.244,159.903,audio_features,spotify:track:20fAoPjfYltmd3K3bO7gbt,https://api.spotify.com/v1/tracks/20fAoPjfYltmd3K3bO7gbt,https://api.spotify.com/v1/audio-analysis/20fAoPjfYltmd3K3bO7gbt,171333.0,N,0,0
Drake ,Glow,2hgzdQdnfWwtdpZbhZlV72,0.678,8.0,0.0472,9.14e-06,0.0654,120.075,audio_features,spotify:track:2hgzdQdnfWwtdpZbhZlV72,https://api.spotify.com/v1/tracks/2hgzdQdnfWwtdpZbhZlV72,https://api.spotify.com/v1/audio-analysis/2hgzdQdnfWwtdpZbhZlV72,218235.0,N,4,0
Future ,Stick Talk,6Hgh47WXVKtXN5zGOu0hjI,0.678,2.0,0.183,3.26e-05,0.106,72.989,audio_features,spotify:track:6Hgh47WXVKtXN5zGOu0hjI,https://api.spotify.com/v1/tracks/6Hgh47WXVKtXN5zGOu0hjI,https://api.spotify.com/v1/audio-analysis/6Hgh47WXVKtXN5zGOu0hjI,263014.0,N,1,0
Jennifer Lopez ,Ain't Your Mama,0GdgYHISERoniVKteGngZn,0.457,1.0,0.0221,4.64e-06,0.0984,153.055,audio_features,spotify:track:0GdgYHISERoniVKteGngZn,https://api.spotify.com/v1/tracks/0GdgYHISERoniVKteGngZn,https://api.spotify.com/v1/audio-analysis/0GdgYHISERoniVKteGngZn,151879.0,N,7,0
Khalid ,OTW,4FpgCVHDfwcHQ17hJ9SyuL,0.761,11.0,0.0063,0.0,0.12,155.039,audio_features,spotify:track:4FpgCVHDfwcHQ17hJ9SyuL,https://api.spotify.com/v1/tracks/4FpgCVHDfwcHQ17hJ9SyuL,https://api.spotify.com/v1/audio-analysis/4FpgCVHDfwcHQ17hJ9SyuL,142437.0,N,0,0
WAVYVIBE ,Miser,2f8FHYOkBjxnNxBWXWBpsG,0.814,1.0,0.0442,3.54e-06,0.687,124.023,audio_features,spotify:track:2f8FHYOkBjxnNxBWXWBpsG,https://api.spotify.com/v1/tracks/2f8FHYOkBjxnNxBWXWBpsG,https://api.spotify.com/v1/audio-analysis/2f8FHYOkBjxnNxBWXWBpsG,220547.0,N,6,0
Moneybagg Yo ,GO!,4qdgv45EPcQqpQ08tF34f8,0.498,1.0,0.0747,0.0,0.123,150.933,audio_features,spotify:track:4qdgv45EPcQqpQ08tF34f8,https://api.spotify.com/v1/tracks/4qdgv45EPcQqpQ08tF34f8,https://api.spotify.com/v1/audio-analysis/4qdgv45EPcQqpQ08tF34f8,179507.0,N,7,0
Jessie J ,Burnin' Up,2zhk0kypGeOPsaaZcjyc14,0.253,0.0,0.887,1.11e-05,0.133,140.923,audio_features,spotify:track:2zhk0kypGeOPsaaZcjyc14,https://api.spotify.com/v1/tracks/2zhk0kypGeOPsaaZcjyc14,https://api.spotify.com/v1/audio-analysis/2zhk0kypGeOPsaaZcjyc14,231333.0,N,3,0
MadeinTYO ,Skateboard P,0KKkJNfGyhkQ5aFogxQAPU,0.56,1.0,0.013,0.0,0.0944,134.066,audio_features,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,206693.0,N,7,0
Cam ,Burning House,0SK4xgdbnEvsMg9CIntrcA,0.642,1.0,0.0409,0.0,0.189,85.059,audio_features,spotify:track:0SK4xgdbnEvsMg9CIntrcA,https://api.spotify.com/v1/tracks/0SK4xgdbnEvsMg9CIntrcA,https://api.spotify.com/v1/audio-analysis/0SK4xgdbnEvsMg9CIntrcA,218480.0,N,1,0
Justin Bieber ,That's What Love Is,1IeXZVBNGJJExnzNmXcLRX,0.381,5.0,0.288,0.0,0.0718,83.497,audio_features,spotify:track:1IeXZVBNGJJExnzNmXcLRX,https://api.spotify.com/v1/tracks/1IeXZVBNGJJExnzNmXcLRX,https://api.spotify.com/v1/audio-analysis/1IeXZVBNGJJExnzNmXcLRX,172670.0,N,2,0
Marc E. Bassy ,You & Me,4rIAqwhHGfWChQvQGYwEfR,0.616,8.0,0.101,0.00639,0.0966,135.054,audio_features,spotify:track:4rIAqwhHGfWChQvQGYwEfR,https://api.spotify.com/v1/tracks/4rIAqwhHGfWChQvQGYwEfR,https://api.spotify.com/v1/audio-analysis/4rIAqwhHGfWChQvQGYwEfR,200000.0,N,0,0
YoungBoy Never Broke Again ,Ten Talk,0laYHRpNTS6i8FXdupHkJ4,0.678,1.0,0.0761,0.0,0.0741,117.009,audio_features,spotify:track:0laYHRpNTS6i8FXdupHkJ4,https://api.spotify.com/v1/tracks/0laYHRpNTS6i8FXdupHkJ4,https://api.spotify.com/v1/audio-analysis/0laYHRpNTS6i8FXdupHkJ4,188453.0,N,1,0
ILLENIUM ,Blame Myself,7kDUspsoYfLkWnZR7qwHZl,0.675,5.0,0.00473,0.0,0.141,124.939,audio_features,spotify:track:7kDUspsoYfLkWnZR7qwHZl,https://api.spotify.com/v1/tracks/7kDUspsoYfLkWnZR7qwHZl,https://api.spotify.com/v1/audio-analysis/7kDUspsoYfLkWnZR7qwHZl,139461.0,N,0,0
Selena Gomez ,Fun,3bfuN2UbSYYqCLG3cdweGf,0.864,1.0,0.011,3.36e-06,0.314,74.867,audio_features,spotify:track:3bfuN2UbSYYqCLG3cdweGf,https://api.spotify.com/v1/tracks/3bfuN2UbSYYqCLG3cdweGf,https://api.spotify.com/v1/audio-analysis/3bfuN2UbSYYqCLG3cdweGf,204240.0,N,1,0
Machine Gun Kelly ,title track,2stbjvpFujerfDUuUUPX7o,0.508,8.0,0.769,8.35e-06,0.11,117.951,audio_features,spotify:track:2stbjvpFujerfDUuUUPX7o,https://api.spotify.com/v1/tracks/2stbjvpFujerfDUuUUPX7o,https://api.spotify.com/v1/audio-analysis/2stbjvpFujerfDUuUUPX7o,200840.0,N,9,0
Luke Combs ,Refrigerator Door,2xyx0o4xNOLLjBSbOOdcbA,0.408,11.0,0.603,0.0,0.225,115.918,audio_features,spotify:track:2xyx0o4xNOLLjBSbOOdcbA,https://api.spotify.com/v1/tracks/2xyx0o4xNOLLjBSbOOdcbA,https://api.spotify.com/v1/audio-analysis/2xyx0o4xNOLLjBSbOOdcbA,143227.0,N,9,0
Kacey Musgraves ,breadwinner,6KL88T4Ma4ABXqzgUoEwkd,0.72,11.0,0.321,0.0,0.205,116.988,audio_features,spotify:track:6KL88T4Ma4ABXqzgUoEwkd,https://api.spotify.com/v1/tracks/6KL88T4Ma4ABXqzgUoEwkd,https://api.spotify.com/v1/audio-analysis/6KL88T4Ma4ABXqzgUoEwkd,168260.0,N,4,0
Summer Walker ,Something Real,4fUh9VvKW4shhWN5LfN1Ba,0.611,9.0,0.122,0.000315,0.141,99.934,audio_features,spotify:track:4fUh9VvKW4shhWN5LfN1Ba,https://api.spotify.com/v1/tracks/4fUh9VvKW4shhWN5LfN1Ba,https://api.spotify.com/v1/audio-analysis/4fUh9VvKW4shhWN5LfN1Ba,206760.0,N,2,0
OneRepublic ,Wanted,6Z36wt7oo6xm2uGN00PnTq,0.704,6.0,0.024,0.81,0.151,136.013,audio_features,spotify:track:6Z36wt7oo6xm2uGN00PnTq,https://api.spotify.com/v1/tracks/6Z36wt7oo6xm2uGN00PnTq,https://api.spotify.com/v1/audio-analysis/6Z36wt7oo6xm2uGN00PnTq,182375.0,N,5,0
