Artist,Title,id,energy,key,acousticness,instrumentalness,liveness,tempo,type,uri,track_href,analysis_url,duration_ms,set,K12,DBSCAN2.5
Kid Ink ,Be Real,0xun1Olh7EtEef4wIg9l3l,0.381,4.0,0.637,8.16e-05,0.0976,86.078,audio_features,spotify:track:0xun1Olh7EtEef4wIg9l3l,https://api.spotify.com/v1/tracks/0xun1Olh7EtEef4wIg9l3l,https://api.spotify.com/v1/audio-analysis/0xun1Olh7EtEef4wIg9l3l,210369.0,N,3,0
John Carpenter ,Halloween Theme  Main Title,1mhVXWduD8ReDwusfaHNwU,0.454,1.0,0.265,0.0,0.181,74.64,audio_features,spotify:track:1mhVXWduD8ReDwusfaHNwU,https://api.spotify.com/v1/tracks/1mhVXWduD8ReDwusfaHNwU,https://api.spotify.com/v1/audio-analysis/1mhVXWduD8ReDwusfaHNwU,334333.0,N,10,0
Sam Smith ,I've Told You Now,1lOe9qE0vR9zwWQAOk6CoO,0.642,7.0,0.0204,0.0,0.0658,179.974,audio_features,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,https://api.spotify.com/v1/tracks/1lOe9qE0vR9zwWQAOk6CoO,https://api.spotify.com/v1/audio-analysis/1lOe9qE0vR9zwWQAOk6CoO,131240.0,N,0,0
The Weeknd ,Tell Your Friends,3Wrjm47oTz2sjIgck11l5e,0.8,11.0,0.127,0.0,0.359,134.002,audio_features,spotify:track:3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/tracks/3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/audio-analysis/3Wrjm47oTz2sjIgck11l5e,211560.0,N,4,0
Lil Tecca ,ABOUT YOU,5MMZJtHOiH1RmQSSe3DJdg,0.431,7.0,0.249,0.0,0.13,142.14,audio_features,spotify:track:5MMZJtHOiH1RmQSSe3DJdg,https://api.spotify.com/v1/tracks/5MMZJtHOiH1RmQSSe3DJdg,https://api.spotify.com/v1/audio-analysis/5MMZJtHOiH1RmQSSe3DJdg,211851.0,N,9,0
Måneskin ,MAMMAMIA,08ir631EiCA7xIms7JDp15,0.758,1.0,0.264,0.0,0.0874,134.324,audio_features,spotify:track:08ir631EiCA7xIms7JDp15,https://api.spotify.com/v1/tracks/08ir631EiCA7xIms7JDp15,https://api.spotify.com/v1/audio-analysis/08ir631EiCA7xIms7JDp15,289915.0,N,10,0
The Lumineers ,Sleep On The Floor,1XnpzbOGptRwfJhZgLbmSr,0.556,9.0,0.00886,0.000122,0.106,152.045,audio_features,spotify:track:1XnpzbOGptRwfJhZgLbmSr,https://api.spotify.com/v1/tracks/1XnpzbOGptRwfJhZgLbmSr,https://api.spotify.com/v1/audio-analysis/1XnpzbOGptRwfJhZgLbmSr,201122.0,N,0,0
Eminem ,Book of Rhymes,0qc4QlcCxVTGyShurEv1UU,0.642,7.0,0.0771,0.0,0.105,107.356,audio_features,spotify:track:0qc4QlcCxVTGyShurEv1UU,https://api.spotify.com/v1/tracks/0qc4QlcCxVTGyShurEv1UU,https://api.spotify.com/v1/audio-analysis/0qc4QlcCxVTGyShurEv1UU,174444.0,N,2,0
BLACKPINK ,Pretty Savage,32ypPhtgTaETvFn3ZIHXTW,0.414,9.0,0.406,0.0,0.0713,150.009,audio_features,spotify:track:32ypPhtgTaETvFn3ZIHXTW,https://api.spotify.com/v1/tracks/32ypPhtgTaETvFn3ZIHXTW,https://api.spotify.com/v1/audio-analysis/32ypPhtgTaETvFn3ZIHXTW,179252.0,N,9,0
Post Malone ,Internet,6XkY7xaHnpKUirsCJC2fk8,0.233,8.0,0.788,0.000256,0.191,160.974,audio_features,spotify:track:6XkY7xaHnpKUirsCJC2fk8,https://api.spotify.com/v1/tracks/6XkY7xaHnpKUirsCJC2fk8,https://api.spotify.com/v1/audio-analysis/6XkY7xaHnpKUirsCJC2fk8,321392.0,N,9,0
The Kid LAROI ,Fade Away,45HAjqRWiNv6mMPw4NvZrU,0.788,2.0,0.00257,1.68e-05,0.0744,80.04,audio_features,spotify:track:45HAjqRWiNv6mMPw4NvZrU,https://api.spotify.com/v1/tracks/45HAjqRWiNv6mMPw4NvZrU,https://api.spotify.com/v1/audio-analysis/45HAjqRWiNv6mMPw4NvZrU,193714.0,N,1,0
Josh Groban ,The First Noël,4j5ffIFh7bFT7GZciP1TCy,0.63,10.0,0.149,0.0,0.111,89.991,audio_features,spotify:track:4j5ffIFh7bFT7GZciP1TCy,https://api.spotify.com/v1/tracks/4j5ffIFh7bFT7GZciP1TCy,https://api.spotify.com/v1/audio-analysis/4j5ffIFh7bFT7GZciP1TCy,167693.0,N,2,0
The Beatles ,Come Together  Remastered,03fT3OHB9KyMtGMt2zwqCT,0.886,11.0,0.0916,0.0,0.0734,143.935,audio_features,spotify:track:03fT3OHB9KyMtGMt2zwqCT,https://api.spotify.com/v1/tracks/03fT3OHB9KyMtGMt2zwqCT,https://api.spotify.com/v1/audio-analysis/03fT3OHB9KyMtGMt2zwqCT,226867.0,N,0,0
Dan + Shay ,"10,000 Hours",0a3FSE8ovzwqzaAxkpNPCc,0.661,9.0,0.46,0.0,0.142,148.121,audio_features,spotify:track:0a3FSE8ovzwqzaAxkpNPCc,https://api.spotify.com/v1/tracks/0a3FSE8ovzwqzaAxkpNPCc,https://api.spotify.com/v1/audio-analysis/0a3FSE8ovzwqzaAxkpNPCc,298400.0,N,10,0
Luke Bryan ,Way Way Back,1sFstGV1Z3Aw5TDFCiT7vK,0.601,1.0,0.0321,0.0,0.0504,155.918,audio_features,spotify:track:1sFstGV1Z3Aw5TDFCiT7vK,https://api.spotify.com/v1/tracks/1sFstGV1Z3Aw5TDFCiT7vK,https://api.spotify.com/v1/audio-analysis/1sFstGV1Z3Aw5TDFCiT7vK,185062.0,N,7,0
Darius Rucker ,Wagon Wheel,7kwsVqyBgktPAfFYBb57lu,0.176,10.0,0.622,9.31e-06,0.123,116.829,audio_features,spotify:track:7kwsVqyBgktPAfFYBb57lu,https://api.spotify.com/v1/tracks/7kwsVqyBgktPAfFYBb57lu,https://api.spotify.com/v1/audio-analysis/7kwsVqyBgktPAfFYBb57lu,244613.0,N,3,0
Chance the Rapper ,Lost,3cqZH3cqvfbV8wVbvHyPbG,0.709,9.0,0.00908,0.0,0.127,140.998,audio_features,spotify:track:3cqZH3cqvfbV8wVbvHyPbG,https://api.spotify.com/v1/tracks/3cqZH3cqvfbV8wVbvHyPbG,https://api.spotify.com/v1/audio-analysis/3cqZH3cqvfbV8wVbvHyPbG,163340.0,N,0,0
The Beach Boys ,We Three Kings Of Orient Are  1991 Remix,2mqDi8BzmNw54qrVHduyiu,0.787,6.0,0.0751,6.4e-06,0.0692,97.011,audio_features,spotify:track:2mqDi8BzmNw54qrVHduyiu,https://api.spotify.com/v1/tracks/2mqDi8BzmNw54qrVHduyiu,https://api.spotify.com/v1/audio-analysis/2mqDi8BzmNw54qrVHduyiu,211240.0,N,4,0
21 Savage ,Red Opps,1CHhAINmT48RpXE5owAo3Q,0.598,4.0,0.319,0.0,0.109,176.046,audio_features,spotify:track:1CHhAINmT48RpXE5owAo3Q,https://api.spotify.com/v1/tracks/1CHhAINmT48RpXE5owAo3Q,https://api.spotify.com/v1/audio-analysis/1CHhAINmT48RpXE5owAo3Q,186784.0,N,7,0
Dawin ,Dessert,4yWCzA44dQyp0SoeM81bUb,0.296,10.0,0.907,0.0,0.108,76.04,audio_features,spotify:track:4yWCzA44dQyp0SoeM81bUb,https://api.spotify.com/v1/tracks/4yWCzA44dQyp0SoeM81bUb,https://api.spotify.com/v1/audio-analysis/4yWCzA44dQyp0SoeM81bUb,234787.0,N,3,0
Chance the Rapper ,Big Fish,39HRUUkfgsk0VpVNfevWDa,0.575,10.0,0.126,0.0001,0.114,133.093,audio_features,spotify:track:39HRUUkfgsk0VpVNfevWDa,https://api.spotify.com/v1/tracks/39HRUUkfgsk0VpVNfevWDa,https://api.spotify.com/v1/audio-analysis/39HRUUkfgsk0VpVNfevWDa,256547.0,N,0,0
Justin Bieber ,Life Is Worth Living,6UAy9xYeTWjZB7h05p83e9,0.533,11.0,0.0589,1.75e-06,0.269,169.913,audio_features,spotify:track:6UAy9xYeTWjZB7h05p83e9,https://api.spotify.com/v1/tracks/6UAy9xYeTWjZB7h05p83e9,https://api.spotify.com/v1/audio-analysis/6UAy9xYeTWjZB7h05p83e9,192022.0,N,0,0
Commodores ,Easy,16w8ZGVSjI4TlTLV8VimBY,0.571,7.0,0.25,0.0,0.0946,129.959,audio_features,spotify:track:16w8ZGVSjI4TlTLV8VimBY,https://api.spotify.com/v1/tracks/16w8ZGVSjI4TlTLV8VimBY,https://api.spotify.com/v1/audio-analysis/16w8ZGVSjI4TlTLV8VimBY,277623.0,N,10,0
Michael Bublé ,Cold December Night,4CkgMiMqZ5JzW9iYXSTMTL,0.715,0.0,0.167,0.0,0.183,149.654,audio_features,spotify:track:4CkgMiMqZ5JzW9iYXSTMTL,https://api.spotify.com/v1/tracks/4CkgMiMqZ5JzW9iYXSTMTL,https://api.spotify.com/v1/audio-analysis/4CkgMiMqZ5JzW9iYXSTMTL,285107.0,N,7,0
Halsey ,Castle,1OjfsNwXAQzPwAdu76F7Aw,0.674,5.0,0.179,0.0,0.069,88.945,audio_features,spotify:track:1OjfsNwXAQzPwAdu76F7Aw,https://api.spotify.com/v1/tracks/1OjfsNwXAQzPwAdu76F7Aw,https://api.spotify.com/v1/audio-analysis/1OjfsNwXAQzPwAdu76F7Aw,221280.0,N,1,0
Taylor Swift ,I Bet You Think About Me,1kFU8R6CzFQY6eGoROpWrm,0.598,5.0,0.037,0.0,0.17,112.027,audio_features,spotify:track:1kFU8R6CzFQY6eGoROpWrm,https://api.spotify.com/v1/tracks/1kFU8R6CzFQY6eGoROpWrm,https://api.spotify.com/v1/audio-analysis/1kFU8R6CzFQY6eGoROpWrm,203123.0,N,1,0
Selena Gomez ,Good For You,4uIURr0QPinDxJTxlgtBNJ,0.408,10.0,0.0145,0.00155,0.123,76.444,audio_features,spotify:track:4uIURr0QPinDxJTxlgtBNJ,https://api.spotify.com/v1/tracks/4uIURr0QPinDxJTxlgtBNJ,https://api.spotify.com/v1/audio-analysis/4uIURr0QPinDxJTxlgtBNJ,229700.0,N,2,0
Bruno Mars ,Skate,5eTaQYBE1yrActixMAeLcZ,0.869,9.0,0.0378,0.0446,0.0808,143.011,audio_features,spotify:track:5eTaQYBE1yrActixMAeLcZ,https://api.spotify.com/v1/tracks/5eTaQYBE1yrActixMAeLcZ,https://api.spotify.com/v1/audio-analysis/5eTaQYBE1yrActixMAeLcZ,186496.0,N,0,0
Playboi Carti ,Punk Monk,4M4IQlPTL8arij7jFFetWR,0.297,3.0,0.763,0.00142,0.0997,105.027,audio_features,spotify:track:4M4IQlPTL8arij7jFFetWR,https://api.spotify.com/v1/tracks/4M4IQlPTL8arij7jFFetWR,https://api.spotify.com/v1/audio-analysis/4M4IQlPTL8arij7jFFetWR,74160.0,N,3,0
Ellie Goulding ,Power,3SdingSsFcZDZAyvcJbgAw,0.677,0.0,0.283,0.0,0.321,170.72,audio_features,spotify:track:3SdingSsFcZDZAyvcJbgAw,https://api.spotify.com/v1/tracks/3SdingSsFcZDZAyvcJbgAw,https://api.spotify.com/v1/audio-analysis/3SdingSsFcZDZAyvcJbgAw,131867.0,N,8,0
Phillipa Soo ,Helpless,1I8tHoNBFTuoJAlh4hfVVE,0.634,11.0,0.393,3.17e-05,0.0952,113.927,audio_features,spotify:track:1I8tHoNBFTuoJAlh4hfVVE,https://api.spotify.com/v1/tracks/1I8tHoNBFTuoJAlh4hfVVE,https://api.spotify.com/v1/audio-analysis/1I8tHoNBFTuoJAlh4hfVVE,271640.0,N,4,0
The Beatles ,Can't Buy Me Love  Remastered 2009,5GBuCHuPKx6UC7VsSPK0t3,0.382,10.0,0.18,0.0,0.113,104.025,audio_features,spotify:track:5GBuCHuPKx6UC7VsSPK0t3,https://api.spotify.com/v1/tracks/5GBuCHuPKx6UC7VsSPK0t3,https://api.spotify.com/v1/audio-analysis/5GBuCHuPKx6UC7VsSPK0t3,129264.0,N,2,0
Kygo ,Riding Shotgun,06JvOZ39sK8D8SqiqfaxDU,0.861,5.0,0.0182,6.09e-06,0.511,84.042,audio_features,spotify:track:06JvOZ39sK8D8SqiqfaxDU,https://api.spotify.com/v1/tracks/06JvOZ39sK8D8SqiqfaxDU,https://api.spotify.com/v1/audio-analysis/06JvOZ39sK8D8SqiqfaxDU,148571.0,N,6,0
Blueface ,Thotiana,7fYNunIzTO7yAHBQtvq8Fc,0.724,10.0,0.441,0.0,0.174,98.02,audio_features,spotify:track:7fYNunIzTO7yAHBQtvq8Fc,https://api.spotify.com/v1/tracks/7fYNunIzTO7yAHBQtvq8Fc,https://api.spotify.com/v1/audio-analysis/7fYNunIzTO7yAHBQtvq8Fc,176844.0,N,2,0
Kanye West ,True Love,1tWpgH8rErSXPOkQKFCag9,0.668,6.0,0.361,0.0038,0.31,184.329,audio_features,spotify:track:1tWpgH8rErSXPOkQKFCag9,https://api.spotify.com/v1/tracks/1tWpgH8rErSXPOkQKFCag9,https://api.spotify.com/v1/audio-analysis/1tWpgH8rErSXPOkQKFCag9,205120.0,N,0,0
Melanie Martinez ,The Principal,5ildQOEKmJuWGl2vRkFdYc,0.623,7.0,0.184,1.63e-05,0.0609,130.037,audio_features,spotify:track:5ildQOEKmJuWGl2vRkFdYc,https://api.spotify.com/v1/tracks/5ildQOEKmJuWGl2vRkFdYc,https://api.spotify.com/v1/audio-analysis/5ildQOEKmJuWGl2vRkFdYc,157018.0,N,0,0
J Balvin ,Cuando Tú Quieras,1FW1U15nbWIAteWTI2Iy9L,0.107,0.0,0.968,0.868,0.0972,76.594,audio_features,spotify:track:1FW1U15nbWIAteWTI2Iy9L,https://api.spotify.com/v1/tracks/1FW1U15nbWIAteWTI2Iy9L,https://api.spotify.com/v1/audio-analysis/1FW1U15nbWIAteWTI2Iy9L,160597.0,N,11,1
ROSALÍA ,DESPECHÁ,3plZA5v02vy4I0TT3TkeEI,0.423,0.0,0.494,0.0,0.106,129.893,audio_features,spotify:track:3plZA5v02vy4I0TT3TkeEI,https://api.spotify.com/v1/tracks/3plZA5v02vy4I0TT3TkeEI,https://api.spotify.com/v1/audio-analysis/3plZA5v02vy4I0TT3TkeEI,205280.0,N,3,0
Nico & Vinz ,Our Love,3XOJhbofb4qTZdt0RLLrUq,0.225,7.0,0.396,0.0,0.335,120.658,audio_features,spotify:track:3XOJhbofb4qTZdt0RLLrUq,https://api.spotify.com/v1/tracks/3XOJhbofb4qTZdt0RLLrUq,https://api.spotify.com/v1/audio-analysis/3XOJhbofb4qTZdt0RLLrUq,152347.0,N,2,0
Lady Gaga ,Million Reasons,6SvzJUQd3FnuOJI1KWl9hq,0.515,1.0,0.678,0.0,0.154,110.089,audio_features,spotify:track:6SvzJUQd3FnuOJI1KWl9hq,https://api.spotify.com/v1/tracks/6SvzJUQd3FnuOJI1KWl9hq,https://api.spotify.com/v1/audio-analysis/6SvzJUQd3FnuOJI1KWl9hq,219169.0,N,3,0
Stephanie Beatriz ,All Of You,74tYjkmVk06hYJzzzskWa0,0.625,3.0,0.293,0.0,0.15,123.983,audio_features,spotify:track:74tYjkmVk06hYJzzzskWa0,https://api.spotify.com/v1/tracks/74tYjkmVk06hYJzzzskWa0,https://api.spotify.com/v1/audio-analysis/74tYjkmVk06hYJzzzskWa0,248506.0,N,1,0
Dolly Parton ,"Cuddle Up, Cozy Down Christmas",2SSainoIgCfRjkMyAWjKPj,0.205,7.0,0.842,0.0,0.101,81.578,audio_features,spotify:track:2SSainoIgCfRjkMyAWjKPj,https://api.spotify.com/v1/tracks/2SSainoIgCfRjkMyAWjKPj,https://api.spotify.com/v1/audio-analysis/2SSainoIgCfRjkMyAWjKPj,186973.0,N,3,0
Future ,Groupies,4rBOlGhLgQXt2YGlxcwTWZ,0.684,11.0,0.138,0.0,0.262,128.002,audio_features,spotify:track:4rBOlGhLgQXt2YGlxcwTWZ,https://api.spotify.com/v1/tracks/4rBOlGhLgQXt2YGlxcwTWZ,https://api.spotify.com/v1/audio-analysis/4rBOlGhLgQXt2YGlxcwTWZ,150000.0,N,0,0
Migos ,What The Price,1ZPeaPDjQOOC8hw1mNjyjF,0.712,2.0,0.2,0.0,0.268,94.051,audio_features,spotify:track:1ZPeaPDjQOOC8hw1mNjyjF,https://api.spotify.com/v1/tracks/1ZPeaPDjQOOC8hw1mNjyjF,https://api.spotify.com/v1/audio-analysis/1ZPeaPDjQOOC8hw1mNjyjF,245621.0,N,1,0
Carpenters ,Merry Christmas Darling  Remix,4daEMLSZCgZ2Mt7gNm2SRa,0.609,1.0,0.492,2.47e-06,0.152,131.889,audio_features,spotify:track:4daEMLSZCgZ2Mt7gNm2SRa,https://api.spotify.com/v1/tracks/4daEMLSZCgZ2Mt7gNm2SRa,https://api.spotify.com/v1/audio-analysis/4daEMLSZCgZ2Mt7gNm2SRa,192727.0,N,7,0
Lil Tjay ,Laneswitch,3pTScODwk9tggZzmuH6xDY,0.438,7.0,0.0431,0.0,0.139,124.018,audio_features,spotify:track:3pTScODwk9tggZzmuH6xDY,https://api.spotify.com/v1/tracks/3pTScODwk9tggZzmuH6xDY,https://api.spotify.com/v1/audio-analysis/3pTScODwk9tggZzmuH6xDY,251080.0,N,2,0
BTS ,Pied Piper,4BHzHISX21PYwGXiBEUQ70,0.771,4.0,0.0413,1.29e-06,0.18,161.94,audio_features,spotify:track:4BHzHISX21PYwGXiBEUQ70,https://api.spotify.com/v1/tracks/4BHzHISX21PYwGXiBEUQ70,https://api.spotify.com/v1/audio-analysis/4BHzHISX21PYwGXiBEUQ70,251859.0,N,7,0
Lil Uzi Vert ,UnFazed,0Z26mbSHJ1dkUu7g9DDgif,0.585,8.0,0.128,0.000105,0.111,97.285,audio_features,spotify:track:0Z26mbSHJ1dkUu7g9DDgif,https://api.spotify.com/v1/tracks/0Z26mbSHJ1dkUu7g9DDgif,https://api.spotify.com/v1/audio-analysis/0Z26mbSHJ1dkUu7g9DDgif,171987.0,N,2,0
Young Thug ,What's the Move,1VLtjHwRWOVJiE5Py7JxoQ,0.534,1.0,0.345,0.0,0.165,93.924,audio_features,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ,https://api.spotify.com/v1/tracks/1VLtjHwRWOVJiE5Py7JxoQ,https://api.spotify.com/v1/audio-analysis/1VLtjHwRWOVJiE5Py7JxoQ,132833.0,N,1,0
Migos ,BBO (Bad Bitches Only),3UNoPBNWST9mQleI5T53zL,0.563,2.0,0.537,0.0,0.392,132.155,audio_features,spotify:track:3UNoPBNWST9mQleI5T53zL,https://api.spotify.com/v1/tracks/3UNoPBNWST9mQleI5T53zL,https://api.spotify.com/v1/audio-analysis/3UNoPBNWST9mQleI5T53zL,203372.0,N,8,0
Major Lazer ,Trigger,0wovagMoJqtU8LUvDQnewu,0.813,5.0,0.00807,0.0,0.359,154.134,audio_features,spotify:track:0wovagMoJqtU8LUvDQnewu,https://api.spotify.com/v1/tracks/0wovagMoJqtU8LUvDQnewu,https://api.spotify.com/v1/audio-analysis/0wovagMoJqtU8LUvDQnewu,219920.0,N,8,0
Polo G ,Suicide,3PwbG3K6kAWXYXCbpmsolj,0.685,9.0,0.00152,0.0,0.0753,157.003,audio_features,spotify:track:3PwbG3K6kAWXYXCbpmsolj,https://api.spotify.com/v1/tracks/3PwbG3K6kAWXYXCbpmsolj,https://api.spotify.com/v1/audio-analysis/3PwbG3K6kAWXYXCbpmsolj,211649.0,N,0,0
Isaiah Rashad ,Score,2eF8pWbiivYsYRpbntYsnc,0.597,5.0,0.0534,0.0,0.0986,108.875,audio_features,spotify:track:2eF8pWbiivYsYRpbntYsnc,https://api.spotify.com/v1/tracks/2eF8pWbiivYsYRpbntYsnc,https://api.spotify.com/v1/audio-analysis/2eF8pWbiivYsYRpbntYsnc,161160.0,N,2,0
Luke Combs ,Blue Collar Boys,4W7B68ptUXQLym1oIiGuod,0.745,5.0,0.315,0.0,0.321,122.824,audio_features,spotify:track:4W7B68ptUXQLym1oIiGuod,https://api.spotify.com/v1/tracks/4W7B68ptUXQLym1oIiGuod,https://api.spotify.com/v1/audio-analysis/4W7B68ptUXQLym1oIiGuod,193037.0,N,8,0
Cardi B ,Hot Shit,5BJSZocnCeSNeYMj3iVqM7,0.935,7.0,0.167,0.0,0.0973,120.022,audio_features,spotify:track:5BJSZocnCeSNeYMj3iVqM7,https://api.spotify.com/v1/tracks/5BJSZocnCeSNeYMj3iVqM7,https://api.spotify.com/v1/audio-analysis/5BJSZocnCeSNeYMj3iVqM7,224227.0,N,4,0
Stevie Wonder ,"Signed, Sealed, Delivered (I'm Yours)",4wKOuq2Gc3k88BUimUQEZW,0.018,11.0,0.995,0.906,0.164,63.972,audio_features,spotify:track:4wKOuq2Gc3k88BUimUQEZW,https://api.spotify.com/v1/tracks/4wKOuq2Gc3k88BUimUQEZW,https://api.spotify.com/v1/audio-analysis/4wKOuq2Gc3k88BUimUQEZW,178142.0,N,11,1
Future ,Shotgun,5faZc1tI4uCKKsfZYX1xcH,0.825,6.0,0.00883,0.0,0.0674,102.977,audio_features,spotify:track:5faZc1tI4uCKKsfZYX1xcH,https://api.spotify.com/v1/tracks/5faZc1tI4uCKKsfZYX1xcH,https://api.spotify.com/v1/audio-analysis/5faZc1tI4uCKKsfZYX1xcH,203064.0,N,4,0
OneRepublic ,Love Runs Out,70YPzqSEwJvAIQ6nMs1cjY,0.806,2.0,0.198,0.0,0.114,148.036,audio_features,spotify:track:70YPzqSEwJvAIQ6nMs1cjY,https://api.spotify.com/v1/tracks/70YPzqSEwJvAIQ6nMs1cjY,https://api.spotify.com/v1/audio-analysis/70YPzqSEwJvAIQ6nMs1cjY,220730.0,N,7,0
Mac Miller ,Congratulations,4cM7wj6FKij1OHs3q61u0s,0.318,0.0,0.788,0.0,0.107,191.434,audio_features,spotify:track:4cM7wj6FKij1OHs3q61u0s,https://api.spotify.com/v1/tracks/4cM7wj6FKij1OHs3q61u0s,https://api.spotify.com/v1/audio-analysis/4cM7wj6FKij1OHs3q61u0s,239113.0,N,9,0
Dua Lipa ,Levitating,3rpHQfFEpUjc0f2lvwvMwE,0.242,9.0,0.625,0.00337,0.0826,111.38,audio_features,spotify:track:3rpHQfFEpUjc0f2lvwvMwE,https://api.spotify.com/v1/tracks/3rpHQfFEpUjc0f2lvwvMwE,https://api.spotify.com/v1/audio-analysis/3rpHQfFEpUjc0f2lvwvMwE,347667.0,N,10,0
ILLENIUM ,In Your Arms,086myS9r57YsLbJpU0TgK9,0.631,2.0,0.0483,1.13e-05,0.104,92.004,audio_features,spotify:track:086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/tracks/086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/audio-analysis/086myS9r57YsLbJpU0TgK9,161124.0,N,1,0
Katie Gregson,MacLeod  complex (demo),7vVs4XCsQyGn1Au3drvo9Z,0.634,4.0,0.115,1.35e-05,0.0997,171.862,audio_features,spotify:track:7vVs4XCsQyGn1Au3drvo9Z,https://api.spotify.com/v1/tracks/7vVs4XCsQyGn1Au3drvo9Z,https://api.spotify.com/v1/audio-analysis/7vVs4XCsQyGn1Au3drvo9Z,146840.0,N,7,0
Drake ,Marvins Room,7eX3um6NpOQKWJMGCi97XD,0.705,6.0,0.00471,0.0,0.0971,140.005,audio_features,spotify:track:7eX3um6NpOQKWJMGCi97XD,https://api.spotify.com/v1/tracks/7eX3um6NpOQKWJMGCi97XD,https://api.spotify.com/v1/audio-analysis/7eX3um6NpOQKWJMGCi97XD,192804.0,N,0,0
Arctic Monkeys ,Why'd You Only Call Me When You're High?,0GONea6G2XdnHWjNZd6zt3,0.834,2.0,0.0183,0.0,0.0732,139.131,audio_features,spotify:track:0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/tracks/0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/audio-analysis/0GONea6G2XdnHWjNZd6zt3,216053.0,N,7,0
Chris Brown ,Call Me Every Day,7xDrRpY4RqYOk1gRf1iMlj,0.686,5.0,0.0915,0.0,0.139,74.943,audio_features,spotify:track:7xDrRpY4RqYOk1gRf1iMlj,https://api.spotify.com/v1/tracks/7xDrRpY4RqYOk1gRf1iMlj,https://api.spotify.com/v1/audio-analysis/7xDrRpY4RqYOk1gRf1iMlj,183860.0,N,1,0
Lil Baby ,Real As It Gets,6WSBZroxQaO3FYEpT2ACFH,0.61,4.0,0.606,0.0177,0.116,152.062,audio_features,spotify:track:6WSBZroxQaO3FYEpT2ACFH,https://api.spotify.com/v1/tracks/6WSBZroxQaO3FYEpT2ACFH,https://api.spotify.com/v1/audio-analysis/6WSBZroxQaO3FYEpT2ACFH,285520.0,N,9,0
Bryan Adams ,Summer Of '69,50ZbunKRxPbTa9sVu1iukc,0.599,9.0,0.0333,0.0143,0.113,152.061,audio_features,spotify:track:50ZbunKRxPbTa9sVu1iukc,https://api.spotify.com/v1/tracks/50ZbunKRxPbTa9sVu1iukc,https://api.spotify.com/v1/audio-analysis/50ZbunKRxPbTa9sVu1iukc,256507.0,N,0,0
Dua Lipa ,Cool,1zQMvZU0A2De2oaYo3DLRE,0.885,6.0,0.0788,0.0,0.175,129.925,audio_features,spotify:track:1zQMvZU0A2De2oaYo3DLRE,https://api.spotify.com/v1/tracks/1zQMvZU0A2De2oaYo3DLRE,https://api.spotify.com/v1/audio-analysis/1zQMvZU0A2De2oaYo3DLRE,198120.0,N,4,0
Bruce Springsteen ,Glory Days,4t2OeILB07eMGTXSUbMPEu,0.598,11.0,0.0904,0.551,0.15,124.951,audio_features,spotify:track:4t2OeILB07eMGTXSUbMPEu,https://api.spotify.com/v1/tracks/4t2OeILB07eMGTXSUbMPEu,https://api.spotify.com/v1/audio-analysis/4t2OeILB07eMGTXSUbMPEu,210233.0,N,5,0
Kid Cudi ,Baptized In Fire,6HR1z11h0ROUlWP4Kx8Z7G,0.365,10.0,0.147,0.185,0.179,135.004,audio_features,spotify:track:6HR1z11h0ROUlWP4Kx8Z7G,https://api.spotify.com/v1/tracks/6HR1z11h0ROUlWP4Kx8Z7G,https://api.spotify.com/v1/audio-analysis/6HR1z11h0ROUlWP4Kx8Z7G,202667.0,N,2,0
Mac Miller ,Everybody,3kT6P4hFj0IVr45TjKOLRp,0.618,2.0,0.024,0.0,0.336,119.964,audio_features,spotify:track:3kT6P4hFj0IVr45TjKOLRp,https://api.spotify.com/v1/tracks/3kT6P4hFj0IVr45TjKOLRp,https://api.spotify.com/v1/audio-analysis/3kT6P4hFj0IVr45TjKOLRp,211025.0,N,8,0
Morgan Wallen ,Up Down,5jbDih9bLGmI8ycUKkN5XA,0.829,0.0,0.00948,6.65e-05,0.301,159.943,audio_features,spotify:track:5jbDih9bLGmI8ycUKkN5XA,https://api.spotify.com/v1/tracks/5jbDih9bLGmI8ycUKkN5XA,https://api.spotify.com/v1/audio-analysis/5jbDih9bLGmI8ycUKkN5XA,100291.0,N,8,0
Billie Eilish ,Oxytocin,11IzgLRXV7Cgek3tEgGgjw,0.711,2.0,0.422,0.0,0.104,113.809,audio_features,spotify:track:11IzgLRXV7Cgek3tEgGgjw,https://api.spotify.com/v1/tracks/11IzgLRXV7Cgek3tEgGgjw,https://api.spotify.com/v1/audio-analysis/11IzgLRXV7Cgek3tEgGgjw,248440.0,N,1,0
21 Savage ,Mad Stalkers,6ZRuF2n1CQxyxxAAWsKJOy,0.725,8.0,0.367,0.0,0.154,146.163,audio_features,spotify:track:6ZRuF2n1CQxyxxAAWsKJOy,https://api.spotify.com/v1/tracks/6ZRuF2n1CQxyxxAAWsKJOy,https://api.spotify.com/v1/audio-analysis/6ZRuF2n1CQxyxxAAWsKJOy,201788.0,N,0,0
